file,outgoing_imports,incoming_refs,total
log4j-core/src/main/java/org/apache/logging/log4j/core/async/BasicAsyncLoggerContextSelector.java,7,1,8
log4j-core/src/main/java/org/apache/logging/log4j/core/async/BlockingQueueFactory.java,1,1,2
log4j-core/src/main/java/org/apache/logging/log4j/core/async/DefaultAsyncQueueFullPolicy.java,2,0,2
log4j-core/src/main/java/org/apache/logging/log4j/core/async/DefaultAsyncWaitStrategyFactory.java,10,0,10
log4j-core/src/main/java/org/apache/logging/log4j/core/async/DiscardingAsyncQueueFullPolicy.java,5,1,6
log4j-core/src/main/java/org/apache/logging/log4j/core/async/DisruptorBlockingQueueFactory.java,7,0,7
log4j-core/src/main/java/org/apache/logging/log4j/core/async/DisruptorUtil.java,10,0,10
log4j-core/src/main/java/org/apache/logging/log4j/core/async/EventRoute.java,5,1,6
log4j-core/src/main/java/org/apache/logging/log4j/core/async/InternalAsyncUtil.java,3,3,6
log4j-core/src/main/java/org/apache/logging/log4j/core/async/JCToolsBlockingQueueFactory.java,9,0,9
log4j-core/src/main/java/org/apache/logging/log4j/core/async/LinkedTransferQueueFactory.java,5,0,5
log4j-core/src/main/java/org/apache/logging/log4j/core/async/RingBufferLogEvent.java,29,0,29
log4j-core/src/main/java/org/apache/logging/log4j/core/async/RingBufferLogEventHandler.java,2,0,2
log4j-core/src/main/java/org/apache/logging/log4j/core/async/RingBufferLogEventHandler4.java,2,0,2
log4j-core/src/main/java/org/apache/logging/log4j/core/async/RingBufferLogEventTranslator.java,11,0,11
log4j-core/src/main/java/org/apache/logging/log4j/core/async/ThreadNameCachingStrategy.java,6,1,7
log4j-core/src/main/java/org/apache/logging/log4j/core/async/TimeoutBlockingWaitStrategy.java,6,0,6
log4j-core/src/main/java/org/apache/logging/log4j/core/config/AbstractConfiguration.java,63,9,72
log4j-core/src/main/java/org/apache/logging/log4j/core/config/AppenderControl.java,9,5,14
log4j-core/src/main/java/org/apache/logging/log4j/core/config/AppenderControlArraySet.java,7,0,7
log4j-core/src/main/java/org/apache/logging/log4j/core/config/AppenderRef.java,9,5,14
log4j-core/src/main/java/org/apache/logging/log4j/core/config/AppendersPlugin.java,7,0,7
log4j-core/src/main/java/org/apache/logging/log4j/core/config/AwaitCompletionReliabilityStrategy.java,12,0,12
log4j-core/src/main/java/org/apache/logging/log4j/core/config/AwaitUnconditionallyReliabilityStrategy.java,8,0,8
log4j-core/src/main/java/org/apache/logging/log4j/core/config/Configuration.java,17,124,141
log4j-core/src/main/java/org/apache/logging/log4j/core/config/ConfigurationAware.java,0,3,3
log4j-core/src/main/java/org/apache/logging/log4j/core/config/ConfigurationException.java,0,9,9
log4j-core/src/main/java/org/apache/logging/log4j/core/config/ConfigurationFactory.java,32,10,42
log4j-core/src/main/java/org/apache/logging/log4j/core/config/ConfigurationFileWatcher.java,6,2,8
log4j-core/src/main/java/org/apache/logging/log4j/core/config/ConfigurationListener.java,0,5,5
log4j-core/src/main/java/org/apache/logging/log4j/core/config/ConfigurationScheduler.java,12,4,16
log4j-core/src/main/java/org/apache/logging/log4j/core/config/ConfigurationSource.java,25,19,44
log4j-core/src/main/java/org/apache/logging/log4j/core/config/Configurator.java,14,0,14
log4j-core/src/main/java/org/apache/logging/log4j/core/config/CronScheduledFuture.java,6,1,7
log4j-core/src/main/java/org/apache/logging/log4j/core/config/CustomLevelConfig.java,7,0,7
log4j-core/src/main/java/org/apache/logging/log4j/core/config/CustomLevels.java,7,0,7
log4j-core/src/main/java/org/apache/logging/log4j/core/config/DefaultAdvertiser.java,3,0,3
log4j-core/src/main/java/org/apache/logging/log4j/core/config/DefaultConfiguration.java,0,6,6
log4j-core/src/main/java/org/apache/logging/log4j/core/config/DefaultLayout.java,7,0,7
log4j-core/src/main/java/org/apache/logging/log4j/core/config/DefaultReliabilityStrategy.java,6,0,6
log4j-core/src/main/java/org/apache/logging/log4j/core/config/HttpWatcher.java,20,0,20
log4j-core/src/main/java/org/apache/logging/log4j/core/config/LocationAwareReliabilityStrategy.java,4,1,5
log4j-core/src/main/java/org/apache/logging/log4j/core/config/LockingReliabilityStrategy.java,8,0,8
log4j-core/src/main/java/org/apache/logging/log4j/core/config/LoggerConfig.java,38,11,49
log4j-core/src/main/java/org/apache/logging/log4j/core/config/LoggerContextAware.java,1,1,2
log4j-core/src/main/java/org/apache/logging/log4j/core/config/Loggers.java,1,0,1
log4j-core/src/main/java/org/apache/logging/log4j/core/config/LoggersPlugin.java,5,0,5
log4j-core/src/main/java/org/apache/logging/log4j/core/config/MonitorResource.java,7,0,7
log4j-core/src/main/java/org/apache/logging/log4j/core/config/MonitorResources.java,9,0,9
log4j-core/src/main/java/org/apache/logging/log4j/core/config/Node.java,5,73,78
log4j-core/src/main/java/org/apache/logging/log4j/core/config/NullConfiguration.java,1,1,2
log4j-core/src/main/java/org/apache/logging/log4j/core/config/Order.java,4,4,8
log4j-core/src/main/java/org/apache/logging/log4j/core/config/OrderComparator.java,3,0,3
log4j-core/src/main/java/org/apache/logging/log4j/core/config/PropertiesPlugin.java,10,0,10
log4j-core/src/main/java/org/apache/logging/log4j/core/config/Property.java,10,46,56
log4j-core/src/main/java/org/apache/logging/log4j/core/config/Reconfigurable.java,0,10,10
log4j-core/src/main/java/org/apache/logging/log4j/core/config/ReliabilityStrategy.java,5,2,7
log4j-core/src/main/java/org/apache/logging/log4j/core/config/ReliabilityStrategyFactory.java,3,0,3
log4j-core/src/main/java/org/apache/logging/log4j/core/config/Scheduled.java,5,2,7
log4j-core/src/main/java/org/apache/logging/log4j/core/config/ScriptsPlugin.java,10,0,10
log4j-core/src/main/java/org/apache/logging/log4j/core/config/arbiters/Arbiter.java,0,1,1
log4j-core/src/main/java/org/apache/logging/log4j/core/config/arbiters/ClassArbiter.java,5,0,5
log4j-core/src/main/java/org/apache/logging/log4j/core/config/arbiters/DefaultArbiter.java,3,0,3
log4j-core/src/main/java/org/apache/logging/log4j/core/config/arbiters/EnvironmentArbiter.java,4,0,4
log4j-core/src/main/java/org/apache/logging/log4j/core/config/arbiters/ScriptArbiter.java,13,0,13
log4j-core/src/main/java/org/apache/logging/log4j/core/config/arbiters/SelectArbiter.java,5,1,6
log4j-core/src/main/java/org/apache/logging/log4j/core/config/arbiters/SystemPropertyArbiter.java,4,0,4
log4j-core/src/main/java/org/apache/logging/log4j/core/config/builder/api/AppenderComponentBuilder.java,0,3,3
log4j-core/src/main/java/org/apache/logging/log4j/core/config/builder/api/AppenderRefComponentBuilder.java,0,5,5
log4j-core/src/main/java/org/apache/logging/log4j/core/config/builder/api/Component.java,4,4,8
log4j-core/src/main/java/org/apache/logging/log4j/core/config/builder/api/ComponentBuilder.java,3,4,7
log4j-core/src/main/java/org/apache/logging/log4j/core/config/builder/api/CompositeFilterComponentBuilder.java,0,1,1
log4j-core/src/main/java/org/apache/logging/log4j/core/config/builder/api/ConfigurationBuilder.java,9,3,12
log4j-core/src/main/java/org/apache/logging/log4j/core/config/builder/api/ConfigurationBuilderFactory.java,2,2,4
log4j-core/src/main/java/org/apache/logging/log4j/core/config/builder/api/CustomLevelComponentBuilder.java,0,2,2
log4j-core/src/main/java/org/apache/logging/log4j/core/config/builder/api/FilterComponentBuilder.java,0,8,8
log4j-core/src/main/java/org/apache/logging/log4j/core/config/builder/api/FilterableComponentBuilder.java,0,1,1
log4j-core/src/main/java/org/apache/logging/log4j/core/config/builder/api/KeyValuePairComponentBuilder.java,0,2,2
log4j-core/src/main/java/org/apache/logging/log4j/core/config/builder/api/LayoutComponentBuilder.java,0,4,4
log4j-core/src/main/java/org/apache/logging/log4j/core/config/builder/api/LoggableComponentBuilder.java,0,1,1
log4j-core/src/main/java/org/apache/logging/log4j/core/config/builder/api/LoggerComponentBuilder.java,0,3,3
log4j-core/src/main/java/org/apache/logging/log4j/core/config/builder/api/PropertyComponentBuilder.java,0,2,2
log4j-core/src/main/java/org/apache/logging/log4j/core/config/builder/api/RootLoggerComponentBuilder.java,0,3,3
log4j-core/src/main/java/org/apache/logging/log4j/core/config/builder/api/ScriptComponentBuilder.java,0,3,3
log4j-core/src/main/java/org/apache/logging/log4j/core/config/builder/api/ScriptFileComponentBuilder.java,0,3,3
log4j-core/src/main/java/org/apache/logging/log4j/core/config/builder/impl/BuiltConfiguration.java,14,2,16
log4j-core/src/main/java/org/apache/logging/log4j/core/config/builder/impl/DefaultAppenderComponentBuilder.java,4,0,4
log4j-core/src/main/java/org/apache/logging/log4j/core/config/builder/impl/DefaultAppenderRefComponentBuilder.java,3,0,3
log4j-core/src/main/java/org/apache/logging/log4j/core/config/builder/impl/DefaultComponentAndConfigurationBuilder.java,2,0,2
log4j-core/src/main/java/org/apache/logging/log4j/core/config/builder/impl/DefaultComponentBuilder.java,9,0,9
log4j-core/src/main/java/org/apache/logging/log4j/core/config/builder/impl/DefaultCompositeFilterComponentBuilder.java,4,0,4
log4j-core/src/main/java/org/apache/logging/log4j/core/config/builder/impl/DefaultConfigurationBuilder.java,46,1,47
log4j-core/src/main/java/org/apache/logging/log4j/core/config/builder/impl/DefaultCustomLevelComponentBuilder.java,2,0,2
log4j-core/src/main/java/org/apache/logging/log4j/core/config/builder/impl/DefaultFilterComponentBuilder.java,3,0,3
log4j-core/src/main/java/org/apache/logging/log4j/core/config/builder/impl/DefaultKeyValuePairComponentBuilder.java,2,0,2
log4j-core/src/main/java/org/apache/logging/log4j/core/config/builder/impl/DefaultLayoutComponentBuilder.java,2,0,2
log4j-core/src/main/java/org/apache/logging/log4j/core/config/builder/impl/DefaultLoggerComponentBuilder.java,4,0,4
log4j-core/src/main/java/org/apache/logging/log4j/core/config/builder/impl/DefaultPropertyComponentBuilder.java,2,0,2
log4j-core/src/main/java/org/apache/logging/log4j/core/config/builder/impl/DefaultRootLoggerComponentBuilder.java,4,0,4
log4j-core/src/main/java/org/apache/logging/log4j/core/config/builder/impl/DefaultScriptComponentBuilder.java,2,0,2
log4j-core/src/main/java/org/apache/logging/log4j/core/config/builder/impl/DefaultScriptFileComponentBuilder.java,2,0,2
log4j-core/src/main/java/org/apache/logging/log4j/core/config/composite/CompositeConfiguration.java,21,2,23
log4j-core/src/main/java/org/apache/logging/log4j/core/config/composite/DefaultMergeStrategy.java,14,0,14
log4j-core/src/main/java/org/apache/logging/log4j/core/config/composite/MergeStrategy.java,3,0,3
log4j-core/src/main/java/org/apache/logging/log4j/core/config/json/JsonConfiguration.java,23,1,24
log4j-core/src/main/java/org/apache/logging/log4j/core/config/json/JsonConfigurationFactory.java,7,0,7
log4j-core/src/main/java/org/apache/logging/log4j/core/config/plugins/Plugin.java,6,213,219
log4j-core/src/main/java/org/apache/logging/log4j/core/config/plugins/PluginAliases.java,5,11,16
log4j-core/src/main/java/org/apache/logging/log4j/core/config/plugins/PluginAttribute.java,7,56,63
log4j-core/src/main/java/org/apache/logging/log4j/core/config/plugins/PluginBuilderAttribute.java,7,58,65
log4j-core/src/main/java/org/apache/logging/log4j/core/config/plugins/PluginBuilderFactory.java,5,65,70
log4j-core/src/main/java/org/apache/logging/log4j/core/config/plugins/PluginConfiguration.java,6,36,42
log4j-core/src/main/java/org/apache/logging/log4j/core/config/plugins/PluginElement.java,6,68,74
log4j-core/src/main/java/org/apache/logging/log4j/core/config/plugins/PluginFactory.java,5,92,97
log4j-core/src/main/java/org/apache/logging/log4j/core/config/plugins/PluginLoggerContext.java,6,0,6
log4j-core/src/main/java/org/apache/logging/log4j/core/config/plugins/PluginNode.java,6,4,10
log4j-core/src/main/java/org/apache/logging/log4j/core/config/plugins/PluginValue.java,6,3,9
log4j-core/src/main/java/org/apache/logging/log4j/core/config/plugins/PluginVisitorStrategy.java,7,1,8
log4j-core/src/main/java/org/apache/logging/log4j/core/config/plugins/convert/Base64Converter.java,6,0,6
log4j-core/src/main/java/org/apache/logging/log4j/core/config/plugins/convert/DateTypeConverter.java,9,1,10
log4j-core/src/main/java/org/apache/logging/log4j/core/config/plugins/convert/EnumConverter.java,1,0,1
log4j-core/src/main/java/org/apache/logging/log4j/core/config/plugins/convert/HexConverter.java,0,0,0
log4j-core/src/main/java/org/apache/logging/log4j/core/config/plugins/convert/TypeConverter.java,0,3,3
log4j-core/src/main/java/org/apache/logging/log4j/core/config/plugins/convert/TypeConverterRegistry.java,14,1,15
log4j-core/src/main/java/org/apache/logging/log4j/core/config/plugins/convert/TypeConverters.java,24,4,28
log4j-core/src/main/java/org/apache/logging/log4j/core/config/plugins/processor/GraalVmProcessor.java,34,0,34
log4j-core/src/main/java/org/apache/logging/log4j/core/config/plugins/processor/PluginCache.java,11,1,12
log4j-core/src/main/java/org/apache/logging/log4j/core/config/plugins/processor/PluginEntry.java,1,2,3
log4j-core/src/main/java/org/apache/logging/log4j/core/config/plugins/processor/PluginProcessor.java,39,1,40
log4j-core/src/main/java/org/apache/logging/log4j/core/config/plugins/processor/internal/Annotations.java,11,1,12
log4j-core/src/main/java/org/apache/logging/log4j/core/config/plugins/processor/internal/ReachabilityMetadata.java,13,1,14
log4j-core/src/main/java/org/apache/logging/log4j/core/config/plugins/util/PluginBuilder.java,27,2,29
log4j-core/src/main/java/org/apache/logging/log4j/core/config/plugins/util/PluginManager.java,14,9,23
log4j-core/src/main/java/org/apache/logging/log4j/core/config/plugins/util/PluginRegistry.java,23,1,24
log4j-core/src/main/java/org/apache/logging/log4j/core/config/plugins/util/PluginType.java,1,15,16
log4j-core/src/main/java/org/apache/logging/log4j/core/config/plugins/util/PluginUtil.java,8,2,10
log4j-core/src/main/java/org/apache/logging/log4j/core/config/plugins/util/ResolverUtil.java,26,0,26
log4j-core/src/main/java/org/apache/logging/log4j/core/config/plugins/validation/Constraint.java,6,4,10
log4j-core/src/main/java/org/apache/logging/log4j/core/config/plugins/validation/ConstraintValidator.java,1,5,6
log4j-core/src/main/java/org/apache/logging/log4j/core/config/plugins/validation/ConstraintValidators.java,6,1,7
log4j-core/src/main/java/org/apache/logging/log4j/core/config/plugins/validation/constraints/NotBlank.java,7,1,8
log4j-core/src/main/java/org/apache/logging/log4j/core/config/plugins/validation/constraints/Required.java,7,29,36
log4j-core/src/main/java/org/apache/logging/log4j/core/config/plugins/validation/constraints/ValidHost.java,8,3,11
log4j-core/src/main/java/org/apache/logging/log4j/core/config/plugins/validation/constraints/ValidPort.java,7,4,11
log4j-core/src/main/java/org/apache/logging/log4j/core/config/plugins/validation/validators/NotBlankValidator.java,5,1,6
log4j-core/src/main/java/org/apache/logging/log4j/core/config/plugins/validation/validators/RequiredValidator.java,7,1,8
log4j-core/src/main/java/org/apache/logging/log4j/core/config/plugins/validation/validators/ValidHostValidator.java,6,1,7
log4j-core/src/main/java/org/apache/logging/log4j/core/config/plugins/validation/validators/ValidPortValidator.java,5,1,6
log4j-core/src/main/java/org/apache/logging/log4j/core/config/plugins/visitors/AbstractPluginVisitor.java,9,0,9
log4j-core/src/main/java/org/apache/logging/log4j/core/config/plugins/visitors/PluginAttributeVisitor.java,6,1,7
log4j-core/src/main/java/org/apache/logging/log4j/core/config/plugins/visitors/PluginBuilderAttributeVisitor.java,6,1,7
log4j-core/src/main/java/org/apache/logging/log4j/core/config/plugins/visitors/PluginConfigurationVisitor.java,4,1,5
log4j-core/src/main/java/org/apache/logging/log4j/core/config/plugins/visitors/PluginElementVisitor.java,10,1,11
log4j-core/src/main/java/org/apache/logging/log4j/core/config/plugins/visitors/PluginLoggerContextVisitor.java,5,1,6
log4j-core/src/main/java/org/apache/logging/log4j/core/config/plugins/visitors/PluginNodeVisitor.java,4,1,5
log4j-core/src/main/java/org/apache/logging/log4j/core/config/plugins/visitors/PluginValueVisitor.java,6,1,7
log4j-core/src/main/java/org/apache/logging/log4j/core/config/plugins/visitors/PluginVisitor.java,6,2,8
log4j-core/src/main/java/org/apache/logging/log4j/core/config/plugins/visitors/PluginVisitors.java,5,1,6
log4j-core/src/main/java/org/apache/logging/log4j/core/config/properties/PropertiesConfiguration.java,7,1,8
log4j-core/src/main/java/org/apache/logging/log4j/core/config/properties/PropertiesConfigurationBuilder.java,27,0,27
log4j-core/src/main/java/org/apache/logging/log4j/core/config/properties/PropertiesConfigurationFactory.java,9,0,9
log4j-core/src/main/java/org/apache/logging/log4j/core/config/status/StatusConfiguration.java,14,4,18
log4j-core/src/main/java/org/apache/logging/log4j/core/config/xml/XmlConfiguration.java,38,0,38
log4j-core/src/main/java/org/apache/logging/log4j/core/config/xml/XmlConfigurationFactory.java,6,0,6
log4j-core/src/main/java/org/apache/logging/log4j/core/config/yaml/YamlConfiguration.java,8,0,8
log4j-core/src/main/java/org/apache/logging/log4j/core/config/yaml/YamlConfigurationFactory.java,7,0,7
log4j-core/src/main/java/org/apache/logging/log4j/core/context/internal/GarbageFreeSortedArrayThreadContextMap.java,11,1,12
log4j-core/src/main/java/org/apache/logging/log4j/core/filter/AbstractFilter.java,8,0,8
log4j-core/src/main/java/org/apache/logging/log4j/core/filter/AbstractFilterable.java,8,6,14
log4j-core/src/main/java/org/apache/logging/log4j/core/filter/BurstFilter.java,15,0,15
log4j-core/src/main/java/org/apache/logging/log4j/core/filter/CompositeFilter.java,19,2,21
log4j-core/src/main/java/org/apache/logging/log4j/core/filter/DenyAllFilter.java,10,0,10
log4j-core/src/main/java/org/apache/logging/log4j/core/filter/DynamicThresholdFilter.java,21,0,21
log4j-core/src/main/java/org/apache/logging/log4j/core/filter/Filterable.java,3,2,5
log4j-core/src/main/java/org/apache/logging/log4j/core/filter/LevelMatchFilter.java,11,0,11
log4j-core/src/main/java/org/apache/logging/log4j/core/filter/LevelRangeFilter.java,11,0,11
log4j-core/src/main/java/org/apache/logging/log4j/core/filter/MapFilter.java,23,0,23
log4j-core/src/main/java/org/apache/logging/log4j/core/filter/MarkerFilter.java,11,0,11
log4j-core/src/main/java/org/apache/logging/log4j/core/filter/MutableThreadContextMapFilter.java,36,0,36
log4j-core/src/main/java/org/apache/logging/log4j/core/filter/NoMarkerFilter.java,10,0,10
log4j-core/src/main/java/org/apache/logging/log4j/core/filter/RegexFilter.java,20,0,20
log4j-core/src/main/java/org/apache/logging/log4j/core/filter/ScriptFilter.java,19,0,19
log4j-core/src/main/java/org/apache/logging/log4j/core/filter/StringMatchFilter.java,13,0,13
log4j-core/src/main/java/org/apache/logging/log4j/core/filter/StructuredDataFilter.java,20,0,20
log4j-core/src/main/java/org/apache/logging/log4j/core/filter/ThreadContextMapFilter.java,25,0,25
log4j-core/src/main/java/org/apache/logging/log4j/core/filter/ThresholdFilter.java,11,1,12
log4j-core/src/main/java/org/apache/logging/log4j/core/filter/TimeFilter.java,20,0,20
log4j-core/src/main/java/org/apache/logging/log4j/core/filter/mutable/KeyValuePairConfig.java,1,1,2
log4j-core/src/main/java/org/apache/logging/log4j/core/impl/ContextAnchor.java,1,5,6
log4j-core/src/main/java/org/apache/logging/log4j/core/impl/ContextDataFactory.java,11,7,18
log4j-core/src/main/java/org/apache/logging/log4j/core/impl/ContextDataInjectorFactory.java,9,6,15
log4j-core/src/main/java/org/apache/logging/log4j/core/impl/DefaultLogEventFactory.java,6,2,8
log4j-core/src/main/java/org/apache/logging/log4j/core/impl/ExtendedClassInfo.java,4,1,5
log4j-core/src/main/java/org/apache/logging/log4j/core/impl/ExtendedStackTraceElement.java,4,5,9
log4j-core/src/main/java/org/apache/logging/log4j/core/impl/JdkMapAdapterStringMap.java,11,1,12
log4j-core/src/main/java/org/apache/logging/log4j/core/impl/LocationAware.java,0,17,17
log4j-core/src/main/java/org/apache/logging/log4j/core/impl/LocationAwareLogEventFactory.java,6,0,6
log4j-core/src/main/java/org/apache/logging/log4j/core/impl/Log4jContextFactory.java,25,2,27
log4j-core/src/main/java/org/apache/logging/log4j/core/impl/Log4jLogEvent.java,32,10,42
log4j-core/src/main/java/org/apache/logging/log4j/core/impl/Log4jProvider.java,14,1,15
log4j-core/src/main/java/org/apache/logging/log4j/core/impl/LogEventFactory.java,6,3,9
log4j-core/src/main/java/org/apache/logging/log4j/core/impl/MementoMessage.java,3,1,4
log4j-core/src/main/java/org/apache/logging/log4j/core/impl/MutableLogEvent.java,25,1,26
log4j-core/src/main/java/org/apache/logging/log4j/core/impl/ReusableLogEventFactory.java,12,2,14
log4j-core/src/main/java/org/apache/logging/log4j/core/impl/ThreadContextDataInjector.java,21,2,23
log4j-core/src/main/java/org/apache/logging/log4j/core/impl/ThreadContextDataProvider.java,6,1,7
log4j-core/src/main/java/org/apache/logging/log4j/core/impl/ThrowableFormatOptions.java,9,6,15
log4j-core/src/main/java/org/apache/logging/log4j/core/impl/ThrowableProxy.java,14,9,23
log4j-core/src/main/java/org/apache/logging/log4j/core/impl/ThrowableProxyHelper.java,11,0,11
log4j-core/src/main/java/org/apache/logging/log4j/core/impl/ThrowableProxyRenderer.java,3,0,3
log4j-core/src/main/java/org/apache/logging/log4j/core/internal/annotation/SuppressFBWarnings.java,2,39,41
log4j-core/src/main/java/org/apache/logging/log4j/core/jackson/ContextDataAsEntryListDeserializer.java,8,0,8
log4j-core/src/main/java/org/apache/logging/log4j/core/jackson/ContextDataAsEntryListSerializer.java,7,0,7
log4j-core/src/main/java/org/apache/logging/log4j/core/jackson/ContextDataDeserializer.java,7,0,7
log4j-core/src/main/java/org/apache/logging/log4j/core/jackson/ContextDataSerializer.java,7,0,7
log4j-core/src/main/java/org/apache/logging/log4j/core/jackson/ExtendedStackTraceElementMixIn.java,8,0,8
log4j-core/src/main/java/org/apache/logging/log4j/core/jackson/Initializers.java,16,0,16
log4j-core/src/main/java/org/apache/logging/log4j/core/jackson/InstantMixIn.java,6,0,6
log4j-core/src/main/java/org/apache/logging/log4j/core/jackson/JsonConstants.java,0,1,1
log4j-core/src/main/java/org/apache/logging/log4j/core/jackson/LevelMixIn.java,5,0,5
log4j-core/src/main/java/org/apache/logging/log4j/core/jackson/ListOfMapEntryDeserializer.java,9,0,9
log4j-core/src/main/java/org/apache/logging/log4j/core/jackson/ListOfMapEntrySerializer.java,8,0,8
log4j-core/src/main/java/org/apache/logging/log4j/core/jackson/Log4jJsonModule.java,5,0,5
log4j-core/src/main/java/org/apache/logging/log4j/core/jackson/Log4jJsonObjectMapper.java,2,2,4
log4j-core/src/main/java/org/apache/logging/log4j/core/jackson/Log4jStackTraceElementDeserializer.java,8,0,8
log4j-core/src/main/java/org/apache/logging/log4j/core/jackson/Log4jXmlModule.java,3,0,3
log4j-core/src/main/java/org/apache/logging/log4j/core/jackson/Log4jXmlObjectMapper.java,17,2,19
log4j-core/src/main/java/org/apache/logging/log4j/core/jackson/Log4jYamlModule.java,5,0,5
log4j-core/src/main/java/org/apache/logging/log4j/core/jackson/Log4jYamlObjectMapper.java,3,2,5
log4j-core/src/main/java/org/apache/logging/log4j/core/jackson/LogEventMixIn.java,31,0,31
log4j-core/src/main/java/org/apache/logging/log4j/core/jackson/MapEntry.java,5,0,5
log4j-core/src/main/java/org/apache/logging/log4j/core/jackson/MarkerMixIn.java,6,0,6
log4j-core/src/main/java/org/apache/logging/log4j/core/jackson/MessageSerializer.java,6,0,6
log4j-core/src/main/java/org/apache/logging/log4j/core/jackson/MutableThreadContextStackDeserializer.java,8,0,8
log4j-core/src/main/java/org/apache/logging/log4j/core/jackson/ObjectMessageSerializer.java,6,0,6
log4j-core/src/main/java/org/apache/logging/log4j/core/jackson/SimpleMessageDeserializer.java,6,0,6
log4j-core/src/main/java/org/apache/logging/log4j/core/jackson/StackTraceElementConstants.java,0,0,0
log4j-core/src/main/java/org/apache/logging/log4j/core/jackson/StackTraceElementMixIn.java,4,0,4
log4j-core/src/main/java/org/apache/logging/log4j/core/jackson/ThrowableProxyMixIn.java,6,0,6
log4j-core/src/main/java/org/apache/logging/log4j/core/jackson/ThrowableProxyWithStacktraceAsStringMixIn.java,6,0,6
log4j-core/src/main/java/org/apache/logging/log4j/core/jackson/ThrowableProxyWithoutStacktraceMixIn.java,6,0,6
log4j-core/src/main/java/org/apache/logging/log4j/core/jackson/XmlConstants.java,0,3,3
log4j-core/src/main/java/org/apache/logging/log4j/core/jmx/AppenderAdmin.java,4,0,4
log4j-core/src/main/java/org/apache/logging/log4j/core/jmx/AppenderAdminMBean.java,0,0,0
log4j-core/src/main/java/org/apache/logging/log4j/core/jmx/AsyncAppenderAdmin.java,3,0,3
log4j-core/src/main/java/org/apache/logging/log4j/core/jmx/AsyncAppenderAdminMBean.java,0,0,0
log4j-core/src/main/java/org/apache/logging/log4j/core/jmx/ContextSelectorAdmin.java,3,0,3
log4j-core/src/main/java/org/apache/logging/log4j/core/jmx/ContextSelectorAdminMBean.java,0,0,0
log4j-core/src/main/java/org/apache/logging/log4j/core/jmx/LoggerConfigAdmin.java,7,0,7
log4j-core/src/main/java/org/apache/logging/log4j/core/jmx/LoggerConfigAdminMBean.java,0,0,0
log4j-core/src/main/java/org/apache/logging/log4j/core/jmx/LoggerContextAdmin.java,31,0,31
log4j-core/src/main/java/org/apache/logging/log4j/core/jmx/LoggerContextAdminMBean.java,4,0,4
log4j-core/src/main/java/org/apache/logging/log4j/core/jmx/RingBufferAdmin.java,2,5,7
log4j-core/src/main/java/org/apache/logging/log4j/core/jmx/RingBufferAdminMBean.java,0,0,0
log4j-core/src/main/java/org/apache/logging/log4j/core/jmx/Server.java,28,1,29
log4j-core/src/main/java/org/apache/logging/log4j/core/jmx/StatusLoggerAdmin.java,18,0,18
log4j-core/src/main/java/org/apache/logging/log4j/core/jmx/StatusLoggerAdminMBean.java,3,0,3
log4j-core/src/main/java/org/apache/logging/log4j/core/jmx/internal/JmxUtil.java,1,0,1
log4j-core/src/main/java/org/apache/logging/log4j/core/layout/AbstractCsvLayout.java,4,0,4
log4j-core/src/main/java/org/apache/logging/log4j/core/layout/AbstractJacksonLayout.java,29,0,29
log4j-core/src/main/java/org/apache/logging/log4j/core/layout/AbstractLayout.java,10,0,10
log4j-core/src/main/java/org/apache/logging/log4j/core/layout/AbstractStringLayout.java,19,0,19
log4j-core/src/main/java/org/apache/logging/log4j/core/layout/ByteBufferDestination.java,2,4,6
log4j-core/src/main/java/org/apache/logging/log4j/core/layout/ByteBufferDestinationHelper.java,1,1,2
log4j-core/src/main/java/org/apache/logging/log4j/core/layout/CsvLogEventLayout.java,13,0,13
log4j-core/src/main/java/org/apache/logging/log4j/core/layout/CsvParameterLayout.java,14,0,14
log4j-core/src/main/java/org/apache/logging/log4j/core/layout/Encoder.java,0,2,2
log4j-core/src/main/java/org/apache/logging/log4j/core/layout/GelfLayout.java,41,0,41
log4j-core/src/main/java/org/apache/logging/log4j/core/layout/HtmlLayout.java,24,1,25
log4j-core/src/main/java/org/apache/logging/log4j/core/layout/JacksonFactory.java,18,0,18
log4j-core/src/main/java/org/apache/logging/log4j/core/layout/JsonLayout.java,16,0,16
log4j-core/src/main/java/org/apache/logging/log4j/core/layout/LevelPatternSelector.java,17,0,17
log4j-core/src/main/java/org/apache/logging/log4j/core/layout/LockingStringBuilderEncoder.java,7,0,7
log4j-core/src/main/java/org/apache/logging/log4j/core/layout/LoggerFields.java,10,1,11
log4j-core/src/main/java/org/apache/logging/log4j/core/layout/MarkerPatternSelector.java,17,0,17
log4j-core/src/main/java/org/apache/logging/log4j/core/layout/MessageLayout.java,7,0,7
log4j-core/src/main/java/org/apache/logging/log4j/core/layout/PatternLayout.java,23,19,42
log4j-core/src/main/java/org/apache/logging/log4j/core/layout/PatternMatch.java,7,0,7
log4j-core/src/main/java/org/apache/logging/log4j/core/layout/PatternSelector.java,2,0,2
log4j-core/src/main/java/org/apache/logging/log4j/core/layout/Rfc5424Layout.java,44,1,45
log4j-core/src/main/java/org/apache/logging/log4j/core/layout/ScriptPatternSelector.java,19,0,19
log4j-core/src/main/java/org/apache/logging/log4j/core/layout/SerializedLayout.java,9,1,10
